"","NDVI","Dates","Legend"
"632",0.303875608378446,2002-11-09,"NDVI Smoothed"
"633",0.376147692249211,2002-11-17,"NDVI Smoothed"
"634",0.464229006290971,2002-11-25,"NDVI Smoothed"
"635",0.555224984605547,2002-12-03,"NDVI Smoothed"
"636",0.638152640588321,2002-12-11,"NDVI Smoothed"
"637",0.709675304808923,2002-12-19,"NDVI Smoothed"
"638",0.768367887130547,2002-12-27,"NDVI Smoothed"
"639",0.797902256355278,2003-01-01,"NDVI Smoothed"
"640",0.832706505533654,2003-01-09,"NDVI Smoothed"
"641",0.850939811203934,2003-01-17,"NDVI Smoothed"
"642",0.851484767439502,2003-01-25,"NDVI Smoothed"
"643",0.834454705154504,2003-02-02,"NDVI Smoothed"
"644",0.800270639473278,2003-02-10,"NDVI Smoothed"
"645",0.74935358552016,2003-02-18,"NDVI Smoothed"
"646",0.682124558419488,2003-02-26,"NDVI Smoothed"
"647",0.600133360794483,2003-03-06,"NDVI Smoothed"
"648",0.509444945263897,2003-03-14,"NDVI Smoothed"
"649",0.41725305194537,2003-03-22,"NDVI Smoothed"
"650",0.330751420956537,2003-03-30,"NDVI Smoothed"
"651",0.257471448494251,2003-04-07,"NDVI Smoothed"
"652",0.202355113628391,2003-04-15,"NDVI Smoothed"
"653",0.165753346929152,2003-04-23,"NDVI Smoothed"
"654",0.14614044139463,2003-05-01,"NDVI Smoothed"
"655",0.141990690022924,2003-05-09,"NDVI Smoothed"
"656",0.15177838581213,2003-05-17,"NDVI Smoothed"
"657",0.174367701822962,2003-05-25,"NDVI Smoothed"
"658",0.21018233136659,2003-06-02,"NDVI Smoothed"
"659",0.260035847816804,2003-06-10,"NDVI Smoothed"
"660",0.324741824547388,2003-06-18,"NDVI Smoothed"
"661",0.40386344709512,2003-06-26,"NDVI Smoothed"
"662",0.491962349648722,2003-07-04,"NDVI Smoothed"
"663",0.58234977855991,2003-07-12,"NDVI Smoothed"
"664",0.668336980180396,2003-07-20,"NDVI Smoothed"
"665",0.743235200861895,2003-07-28,"NDVI Smoothed"
"666",0.800355686956119,2003-08-05,"NDVI Smoothed"
"667",0.833009684814781,2003-08-13,"NDVI Smoothed"
"668",0.836256702511485,2003-08-21,"NDVI Smoothed"
"669",0.812149295007391,2003-08-29,"NDVI Smoothed"
"670",0.764488278985549,2003-09-06,"NDVI Smoothed"
"671",0.697074471129009,2003-09-14,"NDVI Smoothed"
"672",0.613708688120821,2003-09-22,"NDVI Smoothed"
"673",0.519525271879224,2003-09-30,"NDVI Smoothed"
"674",0.42499266526321,2003-10-08,"NDVI Smoothed"
"675",0.341912836366958,2003-10-16,"NDVI Smoothed"
"676",0.282087753284651,2003-10-24,"NDVI Smoothed"
"677",0.257302801080885,2003-11-01,"NDVI Smoothed"
"678",0.275811559489274,2003-11-09,"NDVI Smoothed"
"679",0.32990341004892,2003-11-17,"NDVI Smoothed"
"680",0.40824129432495,2003-11-25,"NDVI Smoothed"
"681",0.499488153882494,2003-12-03,"NDVI Smoothed"
"682",0.59230693028668,2003-12-11,"NDVI Smoothed"
"683",0.676752107889101,2003-12-19,"NDVI Smoothed"
"684",0.748444342187205,2003-12-27,"NDVI Smoothed"
"685",0.785448296925214,2004-01-01,"NDVI Smoothed"
"686",0.830044577506207,2004-01-09,"NDVI Smoothed"
"687",0.854044935278151,2004-01-17,"NDVI Smoothed"
"688",0.855346403298901,2004-01-25,"NDVI Smoothed"
"689",0.83538535372209,2004-02-02,"NDVI Smoothed"
"690",0.796482993475292,2004-02-10,"NDVI Smoothed"
"691",0.740960529486083,2004-02-18,"NDVI Smoothed"
"692",0.671139168682038,2004-02-26,"NDVI Smoothed"
"693",0.590047309209992,2004-03-05,"NDVI Smoothed"
"694",0.503542114093823,2004-03-13,"NDVI Smoothed"
"695",0.418187937576667,2004-03-21,"NDVI Smoothed"
"696",0.340549133901662,2004-03-29,"NDVI Smoothed"
"697",0.277471751826264,2004-04-06,"NDVI Smoothed"
"698",0.233094252889228,2004-04-14,"NDVI Smoothed"
"699",0.205669389492322,2004-04-22,"NDVI Smoothed"
"700",0.19133990519227,2004-04-30,"NDVI Smoothed"
"701",0.186248543545795,2004-05-08,"NDVI Smoothed"
"702",0.186538048109621,2004-05-16,"NDVI Smoothed"
"703",0.190040568374162,2004-05-24,"NDVI Smoothed"
"704",0.201345877564599,2004-06-01,"NDVI Smoothed"
"705",0.226733154839804,2004-06-09,"NDVI Smoothed"
"706",0.272481579358649,2004-06-17,"NDVI Smoothed"
"707",0.342275264552925,2004-06-25,"NDVI Smoothed"
"708",0.429418060946094,2004-07-03,"NDVI Smoothed"
"709",0.52461875333454,2004-07-11,"NDVI Smoothed"
"710",0.618586126514643,2004-07-19,"NDVI Smoothed"
"711",0.702028965282785,2004-07-27,"NDVI Smoothed"
"712",0.766764080107549,2004-08-04,"NDVI Smoothed"
"713",0.809040384146335,2004-08-12,"NDVI Smoothed"
"714",0.82621481622874,2004-08-20,"NDVI Smoothed"
"715",0.815644315184366,2004-08-28,"NDVI Smoothed"
"716",0.774685819842811,2004-09-05,"NDVI Smoothed"
"717",0.703336102896669,2004-09-13,"NDVI Smoothed"
"718",0.612151272490502,2004-09-21,"NDVI Smoothed"
"719",0.514327270631865,2004-09-29,"NDVI Smoothed"
"720",0.423060039328314,2004-10-07,"NDVI Smoothed"
"721",0.351545520587404,2004-10-15,"NDVI Smoothed"
"722",0.310342205596689,2004-10-23,"NDVI Smoothed"
"723",0.299458782263706,2004-10-31,"NDVI Smoothed"
"724",0.316421916166478,2004-11-08,"NDVI Smoothed"
"725",0.358415639175316,2004-11-16,"NDVI Smoothed"
"726",0.422829273630993,2004-11-24,"NDVI Smoothed"
"727",0.505800487702071,2004-12-02,"NDVI Smoothed"
"728",0.598532673881218,2004-12-10,"NDVI Smoothed"
"729",0.690995655742131,2004-12-18,"NDVI Smoothed"
"730",0.773159256858504,2004-12-26,"NDVI Smoothed"
"731",0.821989211075733,2005-01-01,"NDVI Smoothed"
"732",0.864136007075608,2005-01-09,"NDVI Smoothed"
"733",0.881253776432047,2005-01-17,"NDVI Smoothed"
"734",0.876165681992182,2005-01-25,"NDVI Smoothed"
"735",0.851694886603147,2005-02-02,"NDVI Smoothed"
"736",0.810664553112077,2005-02-10,"NDVI Smoothed"
"737",0.75597968554893,2005-02-18,"NDVI Smoothed"
"738",0.690872652674969,2005-02-26,"NDVI Smoothed"
"739",0.618657664434282,2005-03-06,"NDVI Smoothed"
"740",0.542648930770957,2005-03-14,"NDVI Smoothed"
"741",0.466160661629083,2005-03-22,"NDVI Smoothed"
"742",0.392372891909956,2005-03-30,"NDVI Smoothed"
"743",0.324267269213972,2005-04-07,"NDVI Smoothed"
"744",0.263628926241039,2005-04-15,"NDVI Smoothed"
"745",0.21333966825567,2005-04-23,"NDVI Smoothed"
"746",0.175908654945222,2005-05-01,"NDVI Smoothed"
"747",0.153478916700438,2005-05-09,"NDVI Smoothed"
"748",0.146728966725619,2005-05-17,"NDVI Smoothed"
"749",0.155971188928453,2005-05-25,"NDVI Smoothed"
"750",0.18151796721663,2005-06-02,"NDVI Smoothed"
"751",0.223182485002715,2005-06-10,"NDVI Smoothed"
"752",0.27878112371878,2005-06-18,"NDVI Smoothed"
"753",0.345631064301771,2005-06-26,"NDVI Smoothed"
"754",0.421049487688634,2005-07-04,"NDVI Smoothed"
"755",0.502353574816317,2005-07-12,"NDVI Smoothed"
"756",0.586094218693818,2005-07-20,"NDVI Smoothed"
"757",0.665757160618346,2005-07-28,"NDVI Smoothed"
"758",0.73406185395916,2005-08-05,"NDVI Smoothed"
"759",0.78372775208552,2005-08-13,"NDVI Smoothed"
"760",0.807474308366685,2005-08-21,"NDVI Smoothed"
"761",0.800099671278278,2005-08-29,"NDVI Smoothed"
"762",0.764716769721369,2005-09-06,"NDVI Smoothed"
"763",0.706517227703393,2005-09-14,"NDVI Smoothed"
"764",0.630692669231781,2005-09-22,"NDVI Smoothed"
"765",0.54243471831397,2005-09-30,"NDVI Smoothed"
"766",0.447948269256575,2005-10-08,"NDVI Smoothed"
"767",0.357491297562956,2005-10-16,"NDVI Smoothed"
"768",0.282335049035659,2005-10-24,"NDVI Smoothed"
"769",0.233587005872318,2005-11-01,"NDVI Smoothed"
"770",0.223072546240895,2005-11-09,"NDVI Smoothed"
"771",0.257587434701446,2005-11-17,"NDVI Smoothed"
"772",0.327683832620504,2005-11-25,"NDVI Smoothed"
"773",0.419770084477398,2005-12-03,"NDVI Smoothed"
"774",0.520254534751459,2005-12-11,"NDVI Smoothed"
"775",0.615545527922021,2005-12-19,"NDVI Smoothed"
"776",0.694507846114391,2005-12-27,"NDVI Smoothed"
"777",0.73482962012823,2006-01-01,"NDVI Smoothed"
"778",0.785712403017062,2006-01-09,"NDVI Smoothed"
"779",0.820820870464164,2006-01-17,"NDVI Smoothed"
"780",0.841301992824759,2006-01-25,"NDVI Smoothed"
"781",0.847898935312927,2006-02-02,"NDVI Smoothed"
"782",0.839739642578225,2006-02-10,"NDVI Smoothed"
"783",0.815548254129073,2006-02-18,"NDVI Smoothed"
"784",0.774048909473893,2006-02-26,"NDVI Smoothed"
"785",0.713965748121107,2006-03-06,"NDVI Smoothed"
"786",0.635515874668221,2006-03-14,"NDVI Smoothed"
"787",0.544888254069098,2006-03-22,"NDVI Smoothed"
"788",0.449764816366678,2006-03-30,"NDVI Smoothed"
"789",0.358284845210211,2006-04-07,"NDVI Smoothed"
"790",0.277139058206198,2006-04-15,"NDVI Smoothed"
"791",0.213423942437833,2006-04-23,"NDVI Smoothed"
"792",0.169424969260121,2006-05-01,"NDVI Smoothed"
"793",0.146348318290486,2006-05-09,"NDVI Smoothed"
"794",0.145400169146346,2006-05-17,"NDVI Smoothed"
"795",0.167074117765952,2006-05-25,"NDVI Smoothed"
"796",0.209013425370869,2006-06-02,"NDVI Smoothed"
"797",0.268148769503498,2006-06-10,"NDVI Smoothed"
"798",0.341410827706231,2006-06-18,"NDVI Smoothed"
"799",0.425730277521469,2006-06-26,"NDVI Smoothed"
"800",0.517436956517558,2006-07-04,"NDVI Smoothed"
"801",0.610457342366666,2006-07-12,"NDVI Smoothed"
"802",0.698117072766916,2006-07-20,"NDVI Smoothed"
"803",0.773741785416422,2006-07-28,"NDVI Smoothed"
"804",0.830657118013309,2006-08-05,"NDVI Smoothed"
"805",0.863301186736385,2006-08-13,"NDVI Smoothed"
"806",0.870562021687236,2006-08-21,"NDVI Smoothed"
"807",0.852440131448137,2006-08-29,"NDVI Smoothed"
"808",0.808936024601366,2006-09-06,"NDVI Smoothed"
"809",0.740050209729196,2006-09-14,"NDVI Smoothed"
"810",0.648205159495262,2006-09-22,"NDVI Smoothed"
"811",0.545511202888601,2006-09-30,"NDVI Smoothed"
"812",0.446500632979603,2006-10-08,"NDVI Smoothed"
"813",0.365705742838671,2006-10-16,"NDVI Smoothed"
"814",0.317658825536192,2006-10-24,"NDVI Smoothed"
"815",0.312811286323909,2006-11-01,"NDVI Smoothed"
"816",0.344896635229862,2006-11-09,"NDVI Smoothed"
"817",0.403343643561815,2006-11-17,"NDVI Smoothed"
"818",0.477720175099751,2006-11-25,"NDVI Smoothed"
"819",0.557594093623655,2006-12-03,"NDVI Smoothed"
"820",0.633927587201557,2006-12-11,"NDVI Smoothed"
"821",0.703260141053706,2006-12-19,"NDVI Smoothed"
"822",0.763525564688394,2006-12-27,"NDVI Smoothed"
"823",0.795668969707336,2007-01-01,"NDVI Smoothed"
"824",0.836793509830569,2007-01-09,"NDVI Smoothed"
"825",0.863591429309642,2007-01-17,"NDVI Smoothed"
"826",0.874817835722959,2007-01-25,"NDVI Smoothed"
"827",0.869392096262942,2007-02-02,"NDVI Smoothed"
"828",0.846233578122017,2007-02-10,"NDVI Smoothed"
"829",0.804261648492604,2007-02-18,"NDVI Smoothed"
"830",0.743548951484592,2007-02-26,"NDVI Smoothed"
"831",0.668781238877701,2007-03-06,"NDVI Smoothed"
"832",0.586240972356967,2007-03-14,"NDVI Smoothed"
"833",0.500877568027532,2007-03-22,"NDVI Smoothed"
"834",0.418945822582983,2007-03-30,"NDVI Smoothed"
"835",0.345611294346997,2007-04-07,"NDVI Smoothed"
"836",0.283345660149229,2007-04-15,"NDVI Smoothed"
"837",0.233947126445817,2007-04-23,"NDVI Smoothed"
"838",0.199213899692907,2007-05-01,"NDVI Smoothed"
"839",0.180729787535235,2007-05-09,"NDVI Smoothed"
"840",0.179221002371929,2007-05-17,"NDVI Smoothed"
"841",0.195199357790711,2007-05-25,"NDVI Smoothed"
"842",0.229176667379304,2007-06-02,"NDVI Smoothed"
"843",0.281664744725432,2007-06-10,"NDVI Smoothed"
"844",0.351983601172969,2007-06-18,"NDVI Smoothed"
"845",0.434686039090417,2007-06-26,"NDVI Smoothed"
"846",0.523133058602421,2007-07-04,"NDVI Smoothed"
"847",0.610685659833637,2007-07-12,"NDVI Smoothed"
"848",0.690704842908718,2007-07-20,"NDVI Smoothed"
"849",0.757194045740147,2007-07-28,"NDVI Smoothed"
"850",0.806726457391749,2007-08-05,"NDVI Smoothed"
"851",0.836517704715182,2007-08-13,"NDVI Smoothed"
"852",0.843783414562106,2007-08-21,"NDVI Smoothed"
"853",0.825739213784178,2007-08-29,"NDVI Smoothed"
"854",0.781284015110047,2007-09-06,"NDVI Smoothed"
"855",0.716049874776311,2007-09-14,"NDVI Smoothed"
"856",0.637352134896564,2007-09-22,"NDVI Smoothed"
"857",0.552506137584394,2007-09-30,"NDVI Smoothed"
"858",0.468827224953389,2007-10-08,"NDVI Smoothed"
"859",0.393493479616703,2007-10-16,"NDVI Smoothed"
"860",0.333133946185723,2007-10-24,"NDVI Smoothed"
"861",0.294240409771403,2007-11-01,"NDVI Smoothed"
"862",0.283332243020695,2007-11-09,"NDVI Smoothed"
"863",0.307042474542777,2007-11-17,"NDVI Smoothed"
"864",0.368326070209075,2007-11-25,"NDVI Smoothed"
"865",0.456665817200116,2007-12-03,"NDVI Smoothed"
"866",0.558142703110347,2007-12-11,"NDVI Smoothed"
"867",0.658837715534219,2007-12-19,"NDVI Smoothed"
"868",0.744831842066173,2007-12-27,"NDVI Smoothed"
"869",0.785637977302252,2008-01-01,"NDVI Smoothed"
"870",0.8298224504693,2008-01-09,"NDVI Smoothed"
"871",0.851115889754914,2008-01-17,"NDVI Smoothed"
"872",0.853043750184349,2008-01-25,"NDVI Smoothed"
"873",0.839131486782859,2008-02-02,"NDVI Smoothed"
"874",0.812287263683765,2008-02-10,"NDVI Smoothed"
"875",0.772950081452654,2008-02-18,"NDVI Smoothed"
"876",0.720941649763186,2008-02-26,"NDVI Smoothed"
"877",0.656083678289014,2008-03-05,"NDVI Smoothed"
"878",0.578637588977846,2008-03-13,"NDVI Smoothed"
"879",0.489133536566982,2008-03-21,"NDVI Smoothed"
"880",0.395357757117548,2008-03-29,"NDVI Smoothed"
"881",0.30624371543291,2008-04-06,"NDVI Smoothed"
"882",0.230724876316441,2008-04-14,"NDVI Smoothed"
"883",0.175826231339855,2008-04-22,"NDVI Smoothed"
"884",0.140938879148269,2008-04-30,"NDVI Smoothed"
"885",0.123545445155142,2008-05-08,"NDVI Smoothed"
"886",0.121128554773938,2008-05-16,"NDVI Smoothed"
"887",0.131170833418119,2008-05-24,"NDVI Smoothed"
"888",0.151805889834566,2008-06-01,"NDVI Smoothed"
"889",0.183771266103831,2008-06-09,"NDVI Smoothed"
"890",0.228455487639884,2008-06-17,"NDVI Smoothed"
"891",0.287247079856697,2008-06-25,"NDVI Smoothed"
"892",0.361534568168237,2008-07-03,"NDVI Smoothed"
"893",0.450842121415318,2008-07-11,"NDVI Smoothed"
"894",0.547236482146095,2008-07-19,"NDVI Smoothed"
"895",0.640920036335572,2008-07-27,"NDVI Smoothed"
"896",0.722095169958752,2008-08-04,"NDVI Smoothed"
"897",0.780964268990628,2008-08-12,"NDVI Smoothed"
"898",0.807729719406206,2008-08-20,"NDVI Smoothed"
"899",0.795695274461176,2008-08-28,"NDVI Smoothed"
"900",0.750570156533996,2008-09-05,"NDVI Smoothed"
"901",0.681164955283811,2008-09-13,"NDVI Smoothed"
"902",0.596290260369777,2008-09-21,"NDVI Smoothed"
"903",0.504756661451039,2008-09-29,"NDVI Smoothed"
"904",0.415491492871326,2008-10-07,"NDVI Smoothed"
"905",0.337889067712715,2008-10-15,"NDVI Smoothed"
"906",0.281460443741855,2008-10-23,"NDVI Smoothed"
"907",0.255716678725401,2008-10-31,"NDVI Smoothed"
"908",0.270365965590947,2008-11-08,"NDVI Smoothed"
"909",0.330534081962003,2008-11-16,"NDVI Smoothed"
"910",0.424320981176851,2008-11-24,"NDVI Smoothed"
"911",0.535588934832362,2008-12-02,"NDVI Smoothed"
"912",0.648200214525414,2008-12-10,"NDVI Smoothed"
"913",0.746017091852887,2008-12-18,"NDVI Smoothed"
"914",0.816145798042312,2008-12-26,"NDVI Smoothed"
"915",0.850443931416831,2009-01-01,"NDVI Smoothed"
"916",0.874444666958674,2009-01-09,"NDVI Smoothed"
"917",0.876659852529129,2009-01-17,"NDVI Smoothed"
"918",0.86041551750904,2009-01-25,"NDVI Smoothed"
"919",0.828674744693889,2009-02-02,"NDVI Smoothed"
"920",0.782948830537721,2009-02-10,"NDVI Smoothed"
"921",0.724386124909216,2009-02-18,"NDVI Smoothed"
"922",0.654134977677061,2009-02-26,"NDVI Smoothed"
"923",0.573343738709937,2009-03-06,"NDVI Smoothed"
"924",0.484764139629279,2009-03-14,"NDVI Smoothed"
"925",0.394227016667805,2009-03-22,"NDVI Smoothed"
"926",0.310100075347635,2009-03-30,"NDVI Smoothed"
"927",0.240304906565517,2009-04-07,"NDVI Smoothed"
"928",0.19079402954735,2009-04-15,"NDVI Smoothed"
"929",0.159643676835576,2009-04-23,"NDVI Smoothed"
"930",0.142961009301783,2009-05-01,"NDVI Smoothed"
"931",0.136853187817557,2009-05-09,"NDVI Smoothed"
"932",0.137427373254483,2009-05-17,"NDVI Smoothed"
"933",0.142214429397309,2009-05-25,"NDVI Smoothed"
"934",0.154440031683431,2009-06-02,"NDVI Smoothed"
"935",0.178753558463401,2009-06-10,"NDVI Smoothed"
"936",0.219804388087781,2009-06-18,"NDVI Smoothed"
"937",0.282241898907125,2009-06-26,"NDVI Smoothed"
"938",0.368238340709648,2009-07-04,"NDVI Smoothed"
"939",0.470057449034247,2009-07-12,"NDVI Smoothed"
"940",0.577485830857463,2009-07-20,"NDVI Smoothed"
"941",0.680310093155845,2009-07-28,"NDVI Smoothed"
"942",0.768316842905937,2009-08-05,"NDVI Smoothed"
"943",0.831292687084299,2009-08-13,"NDVI Smoothed"
"944",0.861176378637279,2009-08-21,"NDVI Smoothed"
"945",0.858515254390458,2009-08-29,"NDVI Smoothed"
"946",0.826008797139222,2009-09-06,"NDVI Smoothed"
"947",0.766356489678955,2009-09-14,"NDVI Smoothed"
"948",0.682257814805051,2009-09-22,"NDVI Smoothed"
"949",0.578173870938736,2009-09-30,"NDVI Smoothed"
"950",0.465612219004665,2009-10-08,"NDVI Smoothed"
"951",0.357842035553349,2009-10-16,"NDVI Smoothed"
"952",0.268132497135276,2009-10-24,"NDVI Smoothed"
"953",0.209752780300955,2009-11-01,"NDVI Smoothed"
"954",0.192527880953615,2009-11-09,"NDVI Smoothed"
"955",0.212582690485846,2009-11-17,"NDVI Smoothed"
"956",0.262239210742677,2009-11-25,"NDVI Smoothed"
"957",0.334018275015916,2009-12-03,"NDVI Smoothed"
"958",0.420440716597369,2009-12-11,"NDVI Smoothed"
"959",0.514238056093,2009-12-19,"NDVI Smoothed"
"960",0.608984563365438,2009-12-27,"NDVI Smoothed"
"961",0.66592156279291,2010-01-01,"NDVI Smoothed"
"962",0.748954946681254,2010-01-09,"NDVI Smoothed"
"963",0.816623010935447,2010-01-17,"NDVI Smoothed"
"964",0.863272387370887,2010-01-25,"NDVI Smoothed"
"965",0.885496406357458,2010-02-02,"NDVI Smoothed"
"966",0.880450072903655,2010-02-10,"NDVI Smoothed"
"967",0.84528839201798,2010-02-18,"NDVI Smoothed"
"968",0.779334405953954,2010-02-26,"NDVI Smoothed"
"969",0.690583305945227,2010-03-06,"NDVI Smoothed"
"970",0.589198320470482,2010-03-14,"NDVI Smoothed"
"971",0.485872486419416,2010-03-22,"NDVI Smoothed"
"972",0.389643021078907,2010-03-30,"NDVI Smoothed"
"973",0.309242640636819,2010-04-07,"NDVI Smoothed"
"974",0.244965665622173,2010-04-15,"NDVI Smoothed"
"975",0.195132634974073,2010-04-23,"NDVI Smoothed"
"976",0.158064087631624,2010-05-01,"NDVI Smoothed"
"977",0.132080562533922,2010-05-09,"NDVI Smoothed"
"978",0.116220738601872,2010-05-17,"NDVI Smoothed"
"979",0.112395854683591,2010-05-25,"NDVI Smoothed"
"980",0.123235289608996,2010-06-02,"NDVI Smoothed"
"981",0.151368422208008,2010-06-10,"NDVI Smoothed"
"982",0.199424631310545,2010-06-18,"NDVI Smoothed"
"983",0.268428926303049,2010-06-26,"NDVI Smoothed"
"984",0.352988838798091,2010-07-04,"NDVI Smoothed"
"985",0.446107530964757,2010-07-12,"NDVI Smoothed"
"986",0.630033902989315,2010-07-28,"NDVI Smoothed"
"987",0.706847907185394,2010-08-05,"NDVI Smoothed"
"988",0.764233339729454,2010-08-13,"NDVI Smoothed"
"989",0.796498867242578,2010-08-21,"NDVI Smoothed"
"990",0.803175174153769,2010-08-29,"NDVI Smoothed"
"991",0.785098449344022,2010-09-06,"NDVI Smoothed"
"992",0.743104881694334,2010-09-14,"NDVI Smoothed"
"993",0.678030660085692,2010-09-22,"NDVI Smoothed"
"994",0.592806236180752,2010-09-30,"NDVI Smoothed"
"995",0.498739112768818,2010-10-08,"NDVI Smoothed"
"996",0.409231055420832,2010-10-16,"NDVI Smoothed"
"997",0.337683829707757,2010-10-24,"NDVI Smoothed"
"998",0.297499201200551,2010-11-01,"NDVI Smoothed"
"999",0.298314738490709,2010-11-09,"NDVI Smoothed"
"1000",0.334141511114824,2010-11-17,"NDVI Smoothed"
"1001",0.395069968259252,2010-11-25,"NDVI Smoothed"
"1002",0.471294306741519,2010-12-03,"NDVI Smoothed"
"1003",0.55300872337917,2010-12-11,"NDVI Smoothed"
"1004",0.631708505450431,2010-12-19,"NDVI Smoothed"
"1005",0.704093302076341,2010-12-27,"NDVI Smoothed"
"1006",0.745238628168808,2011-01-01,"NDVI Smoothed"
"1007",0.803097525835189,2011-01-09,"NDVI Smoothed"
"1008",0.849393379458281,2011-01-17,"NDVI Smoothed"
"1009",0.881725082963458,2011-01-25,"NDVI Smoothed"
"1010",0.896084147650667,2011-02-02,"NDVI Smoothed"
"1011",0.888060239163499,2011-02-10,"NDVI Smoothed"
"1012",0.853243023145541,2011-02-18,"NDVI Smoothed"
"1013",0.789457099502137,2011-02-26,"NDVI Smoothed"
"1014",0.703466805185655,2011-03-06,"NDVI Smoothed"
"1015",0.604806761374097,2011-03-14,"NDVI Smoothed"
"1016",0.501404131167541,2011-03-22,"NDVI Smoothed"
"1017",0.402748072726,2011-03-30,"NDVI Smoothed"
"1018",0.316407960769095,2011-04-07,"NDVI Smoothed"
"1019",0.24423358403844,2011-04-15,"NDVI Smoothed"
"1020",0.186644834781152,2011-04-23,"NDVI Smoothed"
"1021",0.144061605244337,2011-05-01,"NDVI Smoothed"
"1022",0.116903787675113,2011-05-09,"NDVI Smoothed"
"1023",0.105921889571373,2011-05-17,"NDVI Smoothed"
"1024",0.113188879434129,2011-05-25,"NDVI Smoothed"
"1025",0.141108341015173,2011-06-02,"NDVI Smoothed"
"1026",0.192083858066294,2011-06-10,"NDVI Smoothed"
"1027",0.26851901433929,2011-06-18,"NDVI Smoothed"
"1028",0.3704082113268,2011-06-26,"NDVI Smoothed"
"1029",0.488109121484851,2011-07-04,"NDVI Smoothed"
"1030",0.609570235010311,2011-07-12,"NDVI Smoothed"
"1031",0.722740042100075,2011-07-20,"NDVI Smoothed"
"1032",0.81556703295101,2011-07-28,"NDVI Smoothed"
"1033",0.87826639928433,2011-08-05,"NDVI Smoothed"
"1034",0.910120138918629,2011-08-13,"NDVI Smoothed"
"1035",0.91267695119683,2011-08-21,"NDVI Smoothed"
"1036",0.88748553546186,2011-08-29,"NDVI Smoothed"
"1037",0.836094591056645,2011-09-06,"NDVI Smoothed"
"1038",0.760052817324111,2011-09-14,"NDVI Smoothed"
"1039",0.662863056279588,2011-09-22,"NDVI Smoothed"
"1040",0.555844720627965,2011-09-30,"NDVI Smoothed"
"1041",0.452271365746547,2011-10-08,"NDVI Smoothed"
"1042",0.365416547012633,2011-10-16,"NDVI Smoothed"
"1043",0.308553819803524,2011-10-24,"NDVI Smoothed"
"1044",0.291405728620412,2011-11-01,"NDVI Smoothed"
"1045",0.309663143781506,2011-11-09,"NDVI Smoothed"
"1046",0.35506945975539,2011-11-17,"NDVI Smoothed"
"1047",0.419602057004535,2011-11-25,"NDVI Smoothed"
"1048",0.495228425649658,2011-12-03,"NDVI Smoothed"
"1049",0.574512679949708,2011-12-11,"NDVI Smoothed"
"1050",0.652405430716615,2011-12-19,"NDVI Smoothed"
"1051",0.724453912900572,2011-12-27,"NDVI Smoothed"
"1052",0.764537898092883,2012-01-01,"NDVI Smoothed"
"1053",0.817592530871721,2012-01-09,"NDVI Smoothed"
"1054",0.85311438681183,2012-01-17,"NDVI Smoothed"
"1055",0.867658024512419,2012-01-25,"NDVI Smoothed"
"1056",0.861807297168814,2012-02-02,"NDVI Smoothed"
"1057",0.837153381625367,2012-02-10,"NDVI Smoothed"
"1058",0.795287454726434,2012-02-18,"NDVI Smoothed"
"1059",0.738179533155032,2012-02-26,"NDVI Smoothed"
"1060",0.669314992948873,2012-03-05,"NDVI Smoothed"
"1061",0.592971615426238,2012-03-13,"NDVI Smoothed"
"1062",0.512197455069319,2012-03-21,"NDVI Smoothed"
"1063",0.431239197582425,2012-03-29,"NDVI Smoothed"
"1064",0.353838518146432,2012-04-06,"NDVI Smoothed"
"1065",0.283246929160153,2012-04-14,"NDVI Smoothed"
"1066",0.222593402326907,2012-04-22,"NDVI Smoothed"
"1067",0.17500690935001,2012-04-30,"NDVI Smoothed"
"1068",0.143616421932769,2012-05-08,"NDVI Smoothed"
"1069",0.130783911384435,2012-05-16,"NDVI Smoothed"
"1070",0.135803347437982,2012-05-24,"NDVI Smoothed"
"1071",0.157201699432317,2012-06-01,"NDVI Smoothed"
"1072",0.193505936706351,2012-06-09,"NDVI Smoothed"
"1073",0.243243028598991,2012-06-17,"NDVI Smoothed"
"1074",0.304682495975526,2012-06-25,"NDVI Smoothed"
"1075",0.375064065806799,2012-07-03,"NDVI Smoothed"
"1076",0.451370016590024,2012-07-11,"NDVI Smoothed"
"1077",0.530582626822415,2012-07-19,"NDVI Smoothed"
"1078",0.609684175001201,2012-07-27,"NDVI Smoothed"
"1079",0.685040764593325,2012-08-04,"NDVI Smoothed"
"1080",0.750553798944651,2012-08-12,"NDVI Smoothed"
"1081",0.799508506370769,2012-08-20,"NDVI Smoothed"
"1082",0.825190115187281,2012-08-28,"NDVI Smoothed"
"1083",0.820883853709775,2012-09-05,"NDVI Smoothed"
"1084",0.782739528249058,2012-09-13,"NDVI Smoothed"
"1085",0.718365257096765,2012-09-21,"NDVI Smoothed"
"1086",0.638233736539749,2012-09-29,"NDVI Smoothed"
"1087",0.552817662864868,2012-10-07,"NDVI Smoothed"
"1088",0.472589732358959,2012-10-15,"NDVI Smoothed"
"1089",0.406891997055227,2012-10-23,"NDVI Smoothed"
"1090",0.36054393197227,2012-10-31,"NDVI Smoothed"
"1091",0.337179726811242,2012-11-08,"NDVI Smoothed"
"1092",0.3407463556806,2012-11-16,"NDVI Smoothed"
"1093",0.374748359725788,2012-11-24,"NDVI Smoothed"
"1094",0.44019018582219,2012-12-02,"NDVI Smoothed"
